tanggal,harga
2022-04-16,25000.0
2022-04-17,25000.0
2022-04-18,15000.0
2022-04-19,15000.0
2022-04-20,15000.0
2022-04-21,15000.0
2022-04-22,16000.0
2022-04-23,16500.0
2022-04-24,16000.0
2022-04-25,17000.0
2022-04-26,25000.0
2022-04-27,25000.0
2022-04-28,25000.0
2022-04-29,22000.0
2022-04-30,22000.0
2022-05-01,22000.0
2022-05-02,22000.0
2022-05-03,22000.0
2022-05-04,22000.0
2022-05-05,22000.0
2022-05-06,22000.0
2022-05-07,23500.0
2022-05-08,25000.0
2022-05-09,22000.0
2022-05-10,22000.0
2022-05-11,22000.0
2022-05-12,22000.0
2022-05-13,22000.0
2022-05-14,30000.0
2022-05-15,30000.0
2022-05-16,30000.0
2022-05-17,27000.0
2022-05-18,30000.0
2022-05-19,30000.0
2022-05-20,30000.0
2022-05-21,30000.0
2022-05-22,30000.0
2022-05-23,35000.0
2022-05-24,35000.0
2022-05-25,35000.0
2022-05-26,35000.0
2022-05-27,40000.0
2022-05-28,43000.0
2022-05-29,46000.0
2022-05-30,46000.0
2022-05-31,46000.0
2022-06-01,48000.0
2022-06-02,50000.0
2022-06-03,60000.0
2022-06-04,70000.0
2022-06-05,70000.0
2022-06-06,70000.0
2022-06-07,70000.0
2022-06-08,75000.0
2022-06-09,75000.0
2022-06-10,75000.0
2022-06-11,75000.0
2022-06-12,75000.0
2022-06-13,75000.0
2022-06-14,75000.0
2022-06-15,80000.0
2022-06-16,80000.0
2022-06-17,80000.0
2022-06-18,80000.0
2022-06-19,80000.0
2022-06-20,80000.0
2022-06-21,80000.0
2022-06-22,80000.0
2022-06-23,80000.0
2022-06-24,80000.0
2022-06-25,80000.0
2022-06-26,80000.0
2022-06-27,80000.0
2022-06-28,84000.0
2022-06-29,60000.0
2022-06-30,84000.0
2022-07-01,84000.0
2022-07-02,80000.0
2022-07-03,80000.0
2022-07-04,84000.0
2022-07-05,84000.0
2022-07-06,85000.0
2022-07-07,80000.0
2022-07-08,80000.0
2022-07-09,80000.0
2022-07-10,80000.0
2022-07-11,80000.0
2022-07-12,80000.0
2022-07-13,80000.0
2022-07-14,80000.0
2022-07-15,80000.0
2022-07-16,80000.0
2022-07-17,67500.0
2022-07-18,55000.0
2022-07-19,55000.0
2022-07-20,55000.0
2022-07-21,55000.0
2022-07-22,55000.0
2022-07-23,55000.0
2022-07-24,52500.0
2022-07-25,50000.0
2022-07-26,50000.0
2022-07-27,50000.0
2022-07-28,50000.0
2022-07-29,50000.0
2022-07-30,50000.0
2022-07-31,50000.0
2022-08-01,50000.0
2022-08-02,50000.0
2022-08-03,50000.0
2022-08-04,50000.0
2022-08-05,50000.0
2022-08-06,50000.0
2022-08-07,50000.0
2022-08-08,50000.0
2022-08-09,50000.0
2022-08-10,50000.0
2022-08-11,45000.0
2022-08-12,50000.0
2022-08-13,47500.0
2022-08-14,45000.0
2022-08-15,30000.0
2022-08-16,30000.0
2022-08-17,30000.0
2022-08-18,30000.0
2022-08-19,30000.0
2022-08-20,30000.0
2022-08-21,30000.0
2022-08-22,30000.0
2022-08-23,30000.0
2022-08-24,30000.0
2022-08-25,30000.0
2022-08-26,25000.0
2022-08-27,30000.0
2022-08-28,30000.0
2022-08-29,30000.0
2022-08-30,30000.0
2022-08-31,30000.0
2022-09-01,40000.0
2022-09-02,40000.0
2022-09-03,35000.0
2022-09-04,35000.0
2022-09-05,40000.0
2022-09-06,40000.0
2022-09-07,40000.0
2022-09-08,40000.0
2022-09-09,35000.0
2022-09-10,40000.0
2022-09-11,40000.0
2022-09-12,35000.0
2022-09-13,35000.0
2022-09-14,35000.0
2022-09-15,42000.0
2022-09-16,40000.0
2022-09-17,40000.0
2022-09-18,40000.0
2022-09-19,40000.0
2022-09-20,45000.0
2022-09-21,45000.0
2022-09-22,57000.0
2022-09-23,52000.0
2022-09-24,45000.0
2022-09-25,45000.0
2022-09-26,35000.0
2022-09-27,52000.0
2022-09-28,52000.0
2022-09-29,50000.0
2022-09-30,50000.0
2022-10-01,45000.0
2022-10-02,45000.0
